"Publication Date","Fiscal Year","Agency Number","Agency Name","Unit Appropriation Number","Unit Appropriation Name","Responsibility Center Code","Responsibility Center Name","Financial Plan Savings Flag","sum_adopted_budget_amount","sum_current_modified_budget_amount","sum_financial_plan_amount","sum_adopted_budget_position","sum_current_modified_budget_position","sum_financial_plan_position","sum_adopted_budget_number_of_contracts","sum_current_modified_budget_number_of_contracts","sum_financial_plan_number_of_contracts"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.","0004","ADMINISTRATIVE SERVICES","N","3,975,282","3,975,282","3,979,075","31","31","31","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.",,,"N","16,060,066","17,912,211","19,390,502","160","191","190","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.",,,"Y","-88,260","-163,260","-668,366","1","0","-8","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.",,,"N","16,060,066","16,135,066","19,390,502","160","161","190","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","001","DEPT. OF BUSINESS P.S.",,,"Y","-88,260","-163,260","75,000","1","0","1","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.","0002","NEIGHBORHOOD ECONOMIC DEVELOPMENT","N","26,966,677","24,736,077","6,908,672","0","0","0","17","16","17"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.","0002","NEIGHBORHOOD ECONOMIC DEVELOPMENT","N","26,966,677","25,073,533","6,908,672","0","0","0","17","16","17"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.","0003","DEPT OF BUSINESS SERVICES","N","11,356,482","13,370,257","7,830,905","0","0","0","44","44","44"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.","0003","DEPT OF BUSINESS SERVICES","N","11,356,482","13,228,310","7,873,501","0","0","0","44","44","44"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.","0004","ADMINISTRATIVE SERVICES","N","815,048","1,799,378","510,048","0","0","0","4","4","3"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.","0004","ADMINISTRATIVE SERVICES","N","815,048","1,799,378","510,048","0","0","0","4","4","3"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.",,,"Y","1,410,000","1,000,000","7,415,030","0","0","0","0","0","1"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.",,,"N","19,115,198","20,402,485","11,106,531","0","0","0","7","8","6"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.",,,"Y","1,410,000","1,000,000","240,000","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","002","DEPT. OF BUSINESS O.T.P.S.",,,"N","19,115,198","19,279,739","11,206,531","0","0","0","7","8","6"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","004","CONTRACT COMP & BUS. OPP - PS",,,"N","4,373,558","4,776,558","4,382,337","50","50","50","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","004","CONTRACT COMP & BUS. OPP - PS",,,"Y","-40,332","-40,332","-41,222","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","004","CONTRACT COMP & BUS. OPP - PS",,,"N","4,373,558","4,373,558","4,382,337","50","50","50","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","004","CONTRACT COMP & BUS. OPP - PS",,,"Y","-40,332","-40,332","0","0","0","0","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","005","CONTRACT COMP & BUS OPP - OTPS","0008","FINANCIAL AND ECONOMIC OPP","N","1,623,409","1,572,238","907,129","0","0","0","6","6","6"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","005","CONTRACT COMP & BUS OPP - OTPS","0008","FINANCIAL AND ECONOMIC OPP","N","1,623,409","1,572,238","907,129","0","0","0","6","6","6"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","005","CONTRACT COMP & BUS OPP - OTPS",,,"N","4,216,045","4,567,216","1,639,289","0","0","0","4","5","4"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","005","CONTRACT COMP & BUS OPP - OTPS",,,"Y","1,950,000","1,650,000","0","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","005","CONTRACT COMP & BUS OPP - OTPS",,,"Y","1,950,000","1,650,000","0","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","005","CONTRACT COMP & BUS OPP - OTPS",,,"N","4,216,045","4,567,216","1,734,489","0","0","0","4","5","4"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","006","ECONOMIC DEVELOPMENT CORP.","0006","ECONOMIC DEVELOPEMENT CORP","N","13,505,064","13,728,925","12,488,441","0","0","0","2","2","2"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","006","ECONOMIC DEVELOPMENT CORP.","0006","ECONOMIC DEVELOPEMENT CORP","N","13,505,064","13,728,925","12,488,441","0","0","0","2","2","2"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","006","ECONOMIC DEVELOPMENT CORP.",,,"N","51,440,409","94,770,058","48,047,007","0","0","0","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","006","ECONOMIC DEVELOPMENT CORP.",,,"Y","2,125,000","0","0","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","006","ECONOMIC DEVELOPMENT CORP.",,,"Y","2,125,000","0","0","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","006","ECONOMIC DEVELOPMENT CORP.",,,"N","51,440,409","73,156,501","18,097,767","0","0","0","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","010","WORKFORCE INVESTMENT ACT - PS","0003","DEPT OF BUSINESS SERVICES","N","30,917","30,917","30,917","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","010","WORKFORCE INVESTMENT ACT - PS","0003","DEPT OF BUSINESS SERVICES","N","30,917","30,917","30,917","0","0","0","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","010","WORKFORCE INVESTMENT ACT - PS",,,"Y","-71,408","-71,408","203,475","0","0","1","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","010","WORKFORCE INVESTMENT ACT - PS",,,"N","12,015,501","12,015,501","11,802,141","114","114","111","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","010","WORKFORCE INVESTMENT ACT - PS",,,"Y","-71,408","-71,408","0","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","010","WORKFORCE INVESTMENT ACT - PS",,,"N","12,015,501","12,015,501","11,816,752","114","114","111","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS","0003","DEPT OF BUSINESS SERVICES","N","5,475,338","5,719,371","5,475,340","0","0","0","2","2","2"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS","0003","DEPT OF BUSINESS SERVICES","N","5,475,338","5,826,471","2,300,340","0","0","0","2","2","2"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS","0011","WORKFORCE INVESTMENT ACT","N","46,734,118","78,839,452","30,788,118","0","0","0","19","19","19"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS","0011","WORKFORCE INVESTMENT ACT","N","46,734,118","78,639,118","30,788,118","0","0","0","19","19","19"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS",,,"Y","1,090,000","400,000","200,000","0","0","0","0","0","0"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS",,,"N","14,621,965","17,512,071","10,859,103","0","0","0","6","9","5"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS",,,"Y","1,090,000","400,000","200,000","0","0","0","0","0","0"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","011","WORKFORCE INVESTMENT ACT - OTPS",,,"N","14,621,965","16,820,832","11,069,103","0","0","0","6","9","5"
"20260512","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","012","TRUST FOR GOVERNOR'S ISLAND AND NYC & CO",,,"N","39,165,614","49,363,986","41,078,963","0","0","0","2","2","2"
"20260217","2027","801","DEPARTMENT OF SMALL BUSINESS SERVICES","012","TRUST FOR GOVERNOR'S ISLAND AND NYC & CO",,,"N","39,165,614","44,863,986","39,628,963","0","0","0","2","2","2"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0200","COMMISSIONER'S OFFICE","N","12,827,829","12,463,209","12,336,220","112","113","110","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0200","COMMISSIONER'S OFFICE","N","12,827,829","12,410,709","12,809,479","112","112","115","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0202","FISCAL & BUDGET AFFAIRS","N","10,151,303","10,468,888","10,546,894","107","107","104","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0202","FISCAL & BUDGET AFFAIRS","N","10,151,303","10,432,739","10,821,894","107","106","107","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0203","LEGAL AFFAIRS","N","8,645,186","8,630,686","8,551,102","56","56","55","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0203","LEGAL AFFAIRS","N","8,645,186","8,630,686","8,927,061","56","56","58","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0205","ADMINISTRATION","N","29,224,683","29,400,117","29,490,338","278","277","275","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0205","ADMINISTRATION","N","29,224,683","29,400,117","29,481,737","278","277","278","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0210","FED AFFAIRS & POLICY DEV","N","770,081","684,081","684,081","9","9","8","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0210","FED AFFAIRS & POLICY DEV","N","770,081","684,081","684,081","9","9","9","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0221","HOUSING,PRODUCTION & FINANCE","N","232,000","242,059","242,059","3","3","3","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0221","HOUSING,PRODUCTION & FINANCE","N","232,000","242,059","242,059","3","3","3","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0260","DEP COM-HOUSING MGMT & SALES","N","2,681,340","2,811,340","2,812,531","29","30","30","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION","0260","DEP COM-HOUSING MGMT & SALES","N","2,681,340","2,811,340","2,812,531","29","30","30","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION",,,"N","886,751","958,478","960,472","9","10","10","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","001","OFFICE OF ADMINISTRATION",,,"N","886,751","886,751","782,986","9","9","8","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT","0220","DEP COM-DEVELOPMENT","N","12,246,273","12,246,273","12,735,637","137","137","141","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT","0220","DEP COM-DEVELOPMENT","N","12,246,273","12,246,273","12,588,421","137","137","141","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT","0221","HOUSING,PRODUCTION & FINANCE","N","16,015,867","16,166,202","16,277,508","173","175","175","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT","0221","HOUSING,PRODUCTION & FINANCE","N","16,015,867","16,064,952","16,275,208","173","173","175","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT","0244","HOUSING SUPERVISION-OHP","N","13,615,342","13,476,382","13,747,326","161","161","157","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT","0244","HOUSING SUPERVISION-OHP","N","13,615,342","13,476,382","13,877,326","161","161","161","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT",,,"N","115,000","115,000","115,000","1","1","1","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT",,,"Y","-72,298","-72,298","1,071,972","-1","-1","9","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT",,,"N","115,000","115,000","115,000","1","1","1","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","002","OFFICE OF DEVELOPMENT",,,"Y","-72,298","-72,298","-72,298","-1","-1","-1","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","003","RENTAL SUBSIDY PROGRAMS - PS","0261","PROPERTY MANAGEMENT","N","27,753,306","28,293,310","28,515,875","387","407","401","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","003","RENTAL SUBSIDY PROGRAMS - PS","0261","PROPERTY MANAGEMENT","N","27,753,306","28,081,783","28,513,575","387","401","401","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0230","EVALUATION & COMPLIANCE-CNT OP","N","572,475","572,475","572,475","9","9","9","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0230","EVALUATION & COMPLIANCE-CNT OP","N","572,475","572,475","572,475","9","9","9","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0231","HOUSING LITIGATION BUREAU","N","11,740,861","11,740,861","12,137,292","138","138","139","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0231","HOUSING LITIGATION BUREAU","N","11,740,861","11,740,861","11,772,988","138","138","138","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0241","OHP-CODE ENFORCEMENT","N","67,207,362","67,848,665","67,443,233","913","921","927","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0241","OHP-CODE ENFORCEMENT","N","67,207,362","67,445,716","68,036,571","913","916","923","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0243","DEMOLITION & SEALING","N","1,749,809","1,749,809","1,751,029","18","18","17","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0243","DEMOLITION & SEALING","N","1,749,809","1,749,809","1,751,029","18","18","18","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0261","PROPERTY MANAGEMENT","N","3,766,261","3,841,463","3,743,567","41","42","41","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION","0261","PROPERTY MANAGEMENT","N","3,766,261","3,841,463","3,778,567","41","42","41","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION",,,"Y","0","218,750","480,000","0","5","-5","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION",,,"N","0","150,000","150,000","0","2","2","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION",,,"N","0","150,000","150,000","0","2","2","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","004","OFFICE OF HOUSING PRESERVATION",,,"Y","0","0","525,000","0","0","5","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0260","DEP COM-HOUSING MGMT & SALES","N","154,806","154,806","154,806","1","1","1","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0260","DEP COM-HOUSING MGMT & SALES","N","154,806","154,806","154,806","1","1","1","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0261","PROPERTY MANAGEMENT","N","10,116,333","10,161,609","9,496,520","90","91","86","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0261","PROPERTY MANAGEMENT","N","10,116,333","10,116,333","10,244,165","90","90","91","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0262","DPM-RELOCATION","N","444,300","444,300","448,171","5","5","4","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0262","DPM-RELOCATION","N","444,300","444,300","448,171","5","5","5","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0263","ALTERNATIVE MGMT PROGRAMS","N","3,731,792","3,731,792","3,737,965","35","35","35","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0263","ALTERNATIVE MGMT PROGRAMS","N","3,731,792","3,731,792","3,737,965","35","35","35","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0267","DESIGN & CONSTRUCTION","N","13,294,506","13,294,506","14,002,969","127","127","135","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","006","HOUSING MAINTENANCE AND SALES","0267","DESIGN & CONSTRUCTION","N","13,294,506","13,294,506","13,298,267","127","127","127","0","0","0"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0200","COMMISSIONER'S OFFICE","N","1,035,462","1,074,462","1,035,462","0","0","0","1","0","1"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0200","COMMISSIONER'S OFFICE","N","1,035,462","1,055,462","1,035,462","0","0","0","1","0","1"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0203","LEGAL AFFAIRS","N","0","0","0","0","0","0","1","1","1"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0203","LEGAL AFFAIRS","N","0","0","0","0","0","0","1","1","1"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0205","ADMINISTRATION","N","12,247,669","14,113,681","13,674,859","0","0","0","13","13","13"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0205","ADMINISTRATION","N","12,247,669","12,616,669","12,748,547","0","0","0","13","13","13"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0231","HOUSING LITIGATION BUREAU","N","563,698","1,003,698","563,698","0","0","0","2","2","2"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0231","HOUSING LITIGATION BUREAU","N","563,698","563,698","563,698","0","0","0","2","2","2"
"20260512","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0266","HOUSING SUPERVISION","N","1,584,000","1,154,000","1,584,000","0","0","0","0","0","0"
"20260217","2027","806","HOUSING PRESERVATION AND DEVELOPMENT","008","OFFICE OF ADMINISTRATION OTPS","0266","HOUSING SUPERVISION","N","1,584,000","1,154,000","1,584,000","0","0","0","0","0","0"
